i,year,hs2,v,total_v,export_share
4,2016,47,116.39574674998,1020541.8320246168,0.0001140528914126593
4,2016,48,416.737444034944,1020541.8320246168,0.0004083492032935028
4,2016,49,711.9927535646502,1020541.8320246168,0.0006976615080561205
4,2016,50,810.609,1020541.8320246168,0.0007942927713133146
4,2016,51,5015.925920561207,1020541.8320246168,0.004914963564609879
4,2016,52,58058.19726821943,1020541.8320246168,0.05688958105033268
4,2016,53,32.757999999999996,1020541.8320246168,3.2098635226948574e-05
4,2016,54,137.3990759597182,1020541.8320246168,0.0001346334580789668
4,2016,55,40.86947076672262,1020541.8320246168,4.0046835400801876e-05
4,2016,56,59.45477295861826,1020541.8320246168,5.825804596433645e-05
4,2016,57,9506.426,1020541.8320246168,0.009315077247877765
4,2016,58,40.73585408439268,1020541.8320246168,3.99159082029771e-05
4,2016,59,391.45253336520017,1020541.8320246168,0.00038357323637445745
4,2016,61,324.0727642025182,1020541.8320246168,0.00031754971137204805
4,2016,62,282.7674218359334,1020541.8320246168,0.00027707577775127663
4,2016,63,202.7077180520489,1020541.8320246168,0.0001986275443995316
4,2016,64,66.444,1020541.8320246168,6.510659133705877e-05
4,2016,65,8.629,1020541.8320246168,8.455312393105173e-06
4,2016,68,177.3832165108305,1020541.8320246168,0.00017381278350827247
4,2016,69,62.3176148970653,1020541.8320246168,6.106326359345367e-05
4,2016,70,9.805,1020541.8320246168,9.607641443318603e-06
4,2016,71,264743.137,1020541.8320246168,0.25941429218514783
4,2016,72,26367.304958116798,1020541.8320246168,0.02583657438696818
4,2016,73,471.7682869443004,1020541.8320246168,0.00046227236565930476
4,2016,74,6.992000000000001,1020541.8320246168,6.851262516234949e-06
4,2016,76,254.55227034753597,1020541.8320246168,0.00024942855095174175
4,2016,79,486.752,1020541.8320246168,0.00047695448116453
4,2016,80,12.369,1020541.8320246168,1.2120032331709107e-05
4,2016,82,193.18762100873872,1020541.8320246168,0.0001892990712840067
4,2016,83,65.4140098497924,1020541.8320246168,6.409733319801292e-05
4,2016,84,4193.913799751235,1020541.8320246168,0.004109497198592123
4,2016,85,6144.012578282071,1020541.8320246168,0.006020343689482265
4,2016,86,158.653,1020541.8320246168,0.00015545957551318983
4,2016,87,3062.9655757947507,1020541.8320246168,0.0030013131061156426
4,2016,88,560.954,1020541.8320246168,0.0005496629166950886
4,2016,89,27.185,1020541.8320246168,2.6637810569772177e-05
4,2016,90,460.577,1020541.8320246168,0.0004513063409525091
4,2016,91,9.024000000000001,1020541.8320246168,8.842361691433664e-06
4,2016,92,11.62,1020541.8320246168,1.1386108472346982e-05
4,2016,94,79.96553593305987,1020541.8320246168,7.835596094519621e-05
4,2016,95,50.0140059482967,1020541.8320246168,4.9007306098443495e-05
4,2016,96,7.960000000000001,1020541.8320246168,7.799778265050085e-06
4,2016,97,515.6610000000001,1020541.8320246168,0.0005052815904439689
4,2017,01,1941.593,1029782.7287685463,0.0018854394677232853
4,2017,02,451.014,1029782.7287685463,0.00043797005659566645
4,2017,03,1.92267285938119,1029782.7287685463,1.8670665235184086e-06
4,2017,04,164.3590513063965,1029782.7287685463,0.00015960556213925181
4,2017,05,5777.676529576654,1029782.7287685463,0.0056105782007878705
4,2017,06,24.878,1029782.7287685463,2.4158494122104834e-05
4,2017,07,85570.39991381046,1029782.7287685463,0.08309558659634816
4,2017,08,403577.5537621112,1029782.7287685463,0.39190553743771245
4,2017,09,42792.71654397984,1029782.7287685463,0.04155509249524219
4,2017,10,236.66325733235402,1029782.7287685463,0.00022981863136835187
4,2017,12,28818.197360564922,1029782.7287685463,0.027984735571382934
4,2017,13,102706.30300000001,1029782.7287685463,0.09973589586496577
4,2017,14,1158.8057690574346,1029782.7287685463,0.0011252915170204682
4,2017,15,64.3783518526244,1029782.7287685463,6.251644162804178e-05
4,2017,17,115.27591401540627,1029782.7287685463,0.00011194197649173786
4,2017,18,3.413,1029782.7287685463,3.314291359383543e-06
4,2017,19,156.41464963441805,1029782.7287685463,0.0001518909234586452
4,2017,20,2128.019125204747,1029782.7287685463,0.0020664738937207793
4,2017,21,130.7772706763979,1029782.7287685463,0.00012699501265940475
4,2017,22,39.373,1029782.7287685463,3.8234278843541824e-05
4,2017,23,7.179224448255139,1029782.7287685463,6.971591431563755e-06
4,2017,24,185.784557389922,1029782.7287685463,0.00018041141320372534
4,2017,25,45559.61998366852,1029782.7287685463,0.04424197329290079
4,2017,26,90.73646531357991,1029782.7287685463,8.811224229997144e-05
4,2017,27,64883.88190063288,1029782.7287685463,0.06300735105377375
4,2017,28,6.90180014387343,1029782.7287685463,6.7021906185267525e-06
4,2017,29,104.51566903869184,1029782.7287685463,0.00010149293255643906
4,2017,30,332.058,1029782.7287685463,0.00032245442725290966
4,2017,31,1.92105204240554,1029782.7287685463,1.8654925827924963e-06
4,2017,32,36.84,1029782.7287685463,3.5774536677319e-05
4,2017,33,1441.8178899900302,1029782.7287685463,0.0014001185392905273
4,2017,34,49.511742294713834,1029782.7287685463,4.807979480673741e-05
4,2017,35,11.47042406065367,1029782.7287685463,1.1138683666185044e-05
4,2017,38,49.145579462074295,1029782.7287685463,4.772422190537655e-05
4,2017,39,1274.2983380037585,1029782.7287685463,0.0012374438824853992
4,2017,40,554.5974143249962,1029782.7287685463,0.0005385576965232317
4,2017,41,8440.671806938326,1029782.7287685463,0.008196556002674472
4,2017,42,365.1604159947383,1029782.7287685463,0.0003545994759801528
4,2017,43,4196.000392397459,1029782.7287685463,0.0040746463066196476
4,2017,44,99.69875378869479,1029782.7287685463,9.681532910142938e-05
4,2017,45,1.523,1029782.7287685463,1.4789527513451909e-06
4,2017,46,69.67149110301422,1029782.7287685463,6.765649603225533e-05
4,2017,47,88.7754733983953,1029782.7287685463,8.620796496029451e-05
4,2017,48,61.88191483014418,1029782.7287685463,6.009220498788609e-05
4,2017,49,76.5483481242945,1029782.7287685463,7.433446491750153e-05
4,2017,50,163.61599999999999,1029782.7287685463,0.000158884000895663
4,2017,51,5773.960950612717,1029782.7287685463,0.005606970081463146
4,2017,52,46919.046071515055,1029782.7287685463,0.04556208291395861
4,2017,53,14.436,1029782.7287685463,1.4018491082350083e-05
4,2017,54,478.498,1029782.7287685463,0.00046465918162388127
4,2017,55,5.482,1029782.7287685463,5.3234530419398146e-06
4,2017,56,62.425520121970315,1029782.7287685463,6.0620088469167815e-05
4,2017,57,9935.318,1029782.7287685463,0.009647974978062638
4,2017,58,9.222174044621951,1029782.7287685463,8.955456123885649e-06
4,2017,59,872.9771364286679,1029782.7287685463,0.0008477294404350785
4,2017,61,1860.3790210003833,1029782.7287685463,0.0018065743083738605
4,2017,62,235.01331533846715,1029782.7287685463,0.00022821640795967234
4,2017,63,351.051071267,1029782.7287685463,0.00034089819285161284
4,2017,64,1183.495,1029782.7287685463,0.0011492667015451587
4,2017,65,26.10647874228814,1029782.7287685463,2.5351443574420083e-05
4,2017,66,1.381,1029782.7287685463,1.3410595860851665e-06
4,2017,67,13.397,1029782.7287685463,1.3009540387243285e-05
4,2017,68,57.112037754663056,1029782.7287685463,5.5460279298876786e-05
4,2017,69,27.84789093354304,1029782.7287685463,2.7042491736916797e-05
4,2017,70,41.80002578957949,1029782.7287685463,4.059111171884342e-05
4,2017,71,96948.09400000001,1029782.7287685463,0.09414422216610126
4,2017,72,38483.74744216431,1029782.7287685463,0.03737074468920707
4,2017,73,260.27044505524094,1029782.7287685463,0.00025274306684720024
4,2017,74,54.076,1029782.7287685463,5.25120479197259e-05
4,2017,75,3.083,1029782.7287685463,2.9938354119482757e-06
4,2017,76,286.49705329939206,1029782.7287685463,0.00027821116561354284
4,2017,82,219.03060211718503,1029782.7287685463,0.00021269593672357492
4,2017,83,60.62,1029782.7287685463,5.886678646523012e-05
4,2017,84,6546.275941606917,1029782.7287685463,0.006356948663758621
4,2017,85,7728.4048930930685,1029782.7287685463,0.007504888824786363
4,2017,86,397.908,1029782.7287685463,0.0003863999549456745
4,2017,87,1587.1008244844706,1029782.7287685463,0.0015411996920771693
4,2017,88,1230.831,1029782.7287685463,0.0011952336795081763
4,2017,89,33.401,1029782.7287685463,3.243499727359207e-05
4,2017,90,3329.1534303345043,1029782.7287685463,0.0032328697475006536
4,2017,91,43.513,1029782.7287685463,4.225454436591155e-05
4,2017,92,2.947,1029782.7287685463,2.8617687184598018e-06
4,2017,94,46.556231934844114,1029782.7287685463,4.5209761859686503e-05
4,2017,95,26.0194015357355,1029782.7287685463,2.5266884760099347e-05
4,2017,96,70.824,1029782.7287685463,6.877567279138004e-05
4,2017,97,541.865,1029782.7287685463,0.0005261935210818529
4,2018,01,2527.792,1270527.6303145662,0.00198956082472142
4,2018,02,14.7449542041368,1270527.6303145662,1.1605378625639286e-05
4,2018,03,7.73910727801473,1270527.6303145662,6.091254604276986e-06
4,2018,04,78.62589019000501,1270527.6303145662,6.188443943603042e-05
4,2018,05,7159.91236163416,1270527.6303145662,0.005635385009188237
4,2018,06,536.6365840013783,1270527.6303145662,0.00042237301353966936
4,2018,07,127579.94967874457,1270527.6303145662,0.10041493520857742
4,2018,08,514527.11078014364,1270527.6303145662,0.4049712092075899
4,2018,09,47105.77103933822,1270527.6303145662,0.037075754918982316
4,2018,10,586.163369785136,1270527.6303145662,0.0004613542876198682
4,2018,11,7.00120996163966,1270527.6303145662,5.510474384493512e-06
4,2018,12,40648.0469093517,1270527.6303145662,0.03199304441674186
4,2018,13,110796.97661440805,1270527.6303145662,0.08720548374613164
4,2018,14,514.6454090118643,1270527.6303145662,0.00040506431873854235
4,2018,15,119.23369869152684,1270527.6303145662,9.384581322486164e-05
4,2018,17,119.87651018296407,1270527.6303145662,9.435175380899366e-05
4,2018,18,4269.106,1270527.6303145662,0.003360104808537713
4,2018,19,44.72834482229576,1270527.6303145662,3.5204543179609246e-05
4,2018,20,2827.722058320934,1270527.6303145662,0.0022256281491657343
4,2018,21,8.85150919174238,1270527.6303145662,6.966797872432622e-06
4,2018,22,154.7556157666504,1270527.6303145662,0.00012180421115937079
4,2018,23,2.01262266125548,1270527.6303145662,1.5840841342090141e-06
4,2018,24,305.7381874658245,1270527.6303145662,0.0002406387552470053
4,2018,25,48959.06793681704,1270527.6303145662,0.038534437794710066
4,2018,26,151.7492960626543,1270527.6303145662,0.00011943801334338802
4,2018,27,91270.71791729816,1270527.6303145662,0.07183686189862766
4,2018,28,11.42244790456769,1270527.6303145662,8.990318377995165e-06
4,2018,29,75.13323952285022,1270527.6303145662,5.9135462881864446e-05
4,2018,30,400.548,1270527.6303145662,0.0003152611485519835
4,2018,31,6.73221170712426,1270527.6303145662,5.298752696513535e-06
4,2018,32,84.88323301016504,1270527.6303145662,6.680943490315834e-05
4,2018,33,1065.658313748458,1270527.6303145662,0.0008387525688714183
4,2018,34,45.961639268049964,1270527.6303145662,3.617523788653888e-05
4,2018,35,224.42072587076441,1270527.6303145662,0.00017663584837993704
4,2018,38,627.5352720940261,1270527.6303145662,0.0004939170602206081
4,2018,39,6300.543969138939,1270527.6303145662,0.00495899799328174
4,2018,40,308.10863181788756,1270527.6303145662,0.0002425044717379376
4,2018,41,12067.305220520278,1270527.6303145662,0.009497869178596746
4,2018,42,264.07862395171867,1270527.6303145662,0.00020784957182421623
4,2018,43,3183.964762580936,1270527.6303145662,0.0025060177257165417
4,2018,44,237.48736772914393,1270527.6303145662,0.00018692027002226242
4,2018,46,127.11,1270527.6303145662,0.00010004504976293133
4,2018,47,1541.5754082475592,1270527.6303145662,0.0012133348157614527
4,2018,48,534.1904091656797,1270527.6303145662,0.0004204476915101965
4,2018,49,37.91576818267992,1270527.6303145662,2.9842537287671947e-05
4,2018,50,25.480999999999998,1270527.6303145662,2.0055447352759444e-05
4,2018,51,4584.009561160835,1270527.6303145662,0.0036079573964289888
4,2018,52,44681.223777870895,1270527.6303145662,0.03516745540339678
4,2018,54,279.6297962516852,1270527.6303145662,0.00022008950421837932
4,2018,55,32.575,1270527.6303145662,2.5638954417649975e-05
4,2018,56,25.394142559571563,1270527.6303145662,1.9987084069383288e-05
4,2018,57,11834.165931878211,1270527.6303145662,0.0093143711710923
4,2018,58,635.852,1270527.6303145662,0.000500462945337577
4,2018,59,1290.66156128339,1270527.6303145662,0.0010158469052450588
4,2018,60,117.89470665843349,1270527.6303145662,9.279192663385392e-05
4,2018,61,424.1395289179388,1270527.6303145662,0.0003338294412479068
4,2018,62,308.3696539982747,1270527.6303145662,0.00024270991566072936
4,2018,63,283.2016459992167,1270527.6303145662,0.0002229008163554063
4,2018,64,530.567,1270527.6303145662,0.00041759579826582637
4,2018,65,20.394,1270527.6303145662,1.6051598968336256e-05
4,2018,67,1.176,1270527.6303145662,9.255997051467803e-07
4,2018,68,42.9204904398283,1270527.6303145662,3.378162695226214e-05
4,2018,69,9.73260867977179,1270527.6303145662,7.660288881212384e-06
4,2018,70,26.27641376737126,1270527.6303145662,2.0681497309008194e-05
4,2018,71,107310.585,1270527.6303145662,0.08446143353327254
4,2018,72,41823.433888857566,1270527.6303145662,0.032918161629041175
4,2018,73,249.34807560976205,1270527.6303145662,0.0001962555316864905
4,2018,74,956.4948690280874,1270527.6303145662,0.0007528327965534064
4,2018,76,519.2717517387092,1270527.6303145662,0.0004087055954935386
4,2018,78,3920.254,1270527.6303145662,0.0030855322674323863
4,2018,79,7.469,1270527.6303145662,5.878660032092944e-06
4,2018,81,4.282,1270527.6303145662,3.3702533481620013e-06
4,2018,82,89.40624852311248,1270527.6303145662,7.036938543475568e-05
4,2018,83,164.01730731334402,1270527.6303145662,0.00012909385313622455
4,2018,84,7118.633598860905,1270527.6303145662,0.005602895544348315
4,2018,85,6456.4717320896925,1270527.6303145662,0.005081724771692807
4,2018,86,24.442,1270527.6303145662,1.923767686496395e-05
4,2018,87,1490.8210623422965,1270527.6303145662,0.0011733873603151695
4,2018,88,1824.842731616236,1270527.6303145662,0.0014362873251047902
4,2018,90,2329.1450999129765,1270527.6303145662,0.0018332108994247613
4,2018,91,6.074,1270527.6303145662,4.780690994099952e-06
4,2018,92,5.2909999999999995,1270527.6303145662,4.1644115985813046e-06
4,2018,93,135.80010512718763,1270527.6303145662,0.00010688481059917231
4,2018,94,111.16159029133271,1270527.6303145662,8.749246190247003e-05
4,2018,95,62.798360252935964,1270527.6303145662,4.942699297093437e-05
4,2018,96,15.34322374220432,1270527.6303145662,1.2076261370565815e-05
4,2018,97,3279.328,1270527.6303145662,0.0025810757056799155
8,2016,01,1009.3739425523901,2172901.138194116,0.0004645282405214598
8,2016,02,2327.2762242778567,2172901.138194116,0.0010710456096553207
8,2016,03,26646.70597458097,2172901.138194116,0.012263192975602598
8,2016,04,1497.9602435061424,2172901.138194116,0.0006893826033664318
8,2016,05,3636.3705163870814,2172901.138194116,0.00167350941672811
8,2016,06,1245.190923013666,2172901.138194116,0.0005730545679811904
8,2016,07,38560.28904878029,2172901.138194116,0.01774599330406145
8,2016,08,21195.354517262193,2172901.138194116,0.00975440352287611
8,2016,09,4482.401803460285,2172901.138194116,0.0020628650446497445
8,2016,10,264.5243179019237,2172901.138194116,0.00012173785233587212
8,2016,11,67.73200993960565,2172901.138194116,3.117123404698351e-05
8,2016,12,34008.04709572688,2172901.138194116,0.01565098682952081
8,2016,13,341.56600173900813,2172901.138194116,0.0001571935306835365
8,2016,14,195.9411449837079,2172901.138194116,9.017490098355478e-05
8,2016,15,1690.5481725448608,2172901.138194116,0.0007780143066931542
8,2016,16,37959.50621347703,2172901.138194116,0.01746950450080068
8,2016,17,695.9196259401564,2172901.138194116,0.00032027210704971634
8,2016,18,856.6600924898653,2172901.138194116,0.00039424715530400525
8,2016,19,8002.33792504487,2172901.138194116,0.003682789697323994
8,2016,20,4455.757025241971,2172901.138194116,0.002050602738854986
8,2016,21,1538.7646214789738,2172901.138194116,0.0007081613583017547
8,2016,22,9061.011218362433,2172901.138194116,0.004170006200048743
8,2016,23,227.58340057023324,2172901.138194116,0.0001047371169216545
8,2016,24,13889.331288687143,2172901.138194116,0.0063920677496770405
8,2016,25,38206.003363054864,2172901.138194116,0.01758294599394781
8,2016,26,130368.74586705878,2172901.138194116,0.05999755054452565
8,2016,27,273146.71470498404,2172901.138194116,0.1257060019453966
8,2016,28,1427.560255727544,2172901.138194116,0.0006569835279823086
8,2016,29,5775.374960005644,2172901.138194116,0.0026579096759116808
8,2016,30,5566.70690846544,2172901.138194116,0.0025618776715685718
8,2016,31,90.6929315149303,2172901.138194116,4.17381766343519e-05
8,2016,32,3785.6917270743534,2172901.138194116,0.0017422291610655685
8,2016,33,2981.6347826108677,2172901.138194116,0.0013721907224407298
8,2016,34,577.229398463501,2172901.138194116,0.00026564917672381203
8,2016,35,396.8798437425035,2172901.138194116,0.0001826497472739822
8,2016,36,2044.8148036588182,2172901.138194116,0.0009410528476036653
8,2016,37,1.079,2172901.138194116,4.965711421628459e-07
8,2016,38,4868.235633956733,2172901.138194116,0.0022404312595660438
8,2016,39,14021.62312834003,2172901.138194116,0.006452950335326029
8,2016,40,3138.5067364997662,2172901.138194116,0.0014443854261626274
8,2016,41,16463.08901182866,2172901.138194116,0.00757654764979829
8,2016,42,7851.275799249424,2172901.138194116,0.003613268759099905
8,2016,43,310.6006334894531,2172901.138194116,0.00014294282792248492
8,2016,44,17361.410524078427,2172901.138194116,0.007989967982854196
8,2016,46,126.0872165341548,2172901.138194116,5.802712986700586e-05
8,2016,47,956.862882675739,2172901.138194116,0.0004403619041181881
8,2016,48,40525.06770844168,2172901.138194116,0.01865021238017382
8,2016,49,2642.808633552069,2172901.138194116,0.0012162581109182399
8,2016,51,625.1392405610341,2172901.138194116,0.0002876979672810072
8,2016,52,219.02130641404307,2172901.138194116,0.00010079671944765525
8,2016,54,203.23613789461555,2172901.138194116,9.353216044772464e-05
8,2016,55,95.7044736850045,2172901.138194116,4.4044559599496496e-05
8,2016,56,334.139024913979,2172901.138194116,0.00015377553034542555
8,2016,57,28.177999999999997,2172901.138194116,1.2967916259374116e-05
8,2016,58,792.6577261440303,2172901.138194116,0.0003647923562701997
8,2016,59,561.18827162931,2172901.138194116,0.00025826682206798877
8,2016,60,679.4421283436244,2172901.138194116,0.0003126889283643638
8,2016,61,207751.99532078524,2172901.138194116,0.09561042224564648
8,2016,62,234754.06712891808,2172901.138194116,0.10803715963075093
8,2016,63,20828.86076640356,2172901.138194116,0.009585737887603248
8,2016,64,501038.3103755399,2172901.138194116,0.23058495463440623
8,2016,65,8161.343258278592,2172901.138194116,0.003755966212554627
8,2016,66,26.271,2172901.138194116,1.2090287743985288e-05
8,2016,67,4.443,2172901.138194116,2.0447317744481227e-06
8,2016,68,5148.054582923416,2172901.138194116,0.0023692079185903187
8,2016,69,7424.789297198736,2172901.138194116,0.0034169936066992127
8,2016,70,3310.5870300761594,2172901.138194116,0.001523579224054145
8,2016,71,7381.766411555861,2172901.138194116,0.003397193862989459
8,2016,72,91010.69377107947,2172901.138194116,0.04188441534285259
8,2016,73,32405.398668783793,2172901.138194116,0.014913425235588819
8,2016,74,10125.775971914723,2172901.138194116,0.004660026079387206
8,2016,75,21.845579592515598,2172901.138194116,1.0053646347974818e-05
8,2016,76,45517.95007310605,2172901.138194116,0.020948007837547418
8,2016,78,4935.900994230572,2172901.138194116,0.0022715718204891584
8,2016,79,182.14643999377782,2172901.138194116,8.382638160204497e-05
8,2016,80,99.6687742815865,2172901.138194116,4.5868987101926126e-05
8,2016,82,1413.9243268004193,2172901.138194116,0.0006507080796025183
8,2016,83,31620.362132135557,2172901.138194116,0.0145521402590893
8,2016,84,26663.010787676787,2172901.138194116,0.012270696682425341
8,2016,85,60977.15138738181,2172901.138194116,0.028062552094781232
8,2016,86,36.37260895608767,2172901.138194116,1.6739191819061178e-05
8,2016,87,36662.49758744559,2172901.138194116,0.01687260268910143
8,2016,88,1005.461,2172901.138194116,0.0004627274487212208
8,2016,89,252.4714824092711,2172901.138194116,0.00011619096606442874
8,2016,90,7000.723933650082,2172901.138194116,0.0032218326966630146
8,2016,91,79.976,2172901.138194116,3.680609236850395e-05
8,2016,92,29.812,2172901.138194116,1.3719906293010903e-05
8,2016,93,267.587,2172901.138194116,0.00012314734218529143
8,2016,94,25630.357753977092,2172901.138194116,0.011795455073155476
8,2016,95,7071.546137100325,2172901.138194116,0.0032544260817026593
8,2016,96,3538.395499378032,2172901.138194116,0.0016284199208063234
8,2016,97,492.064,2172901.138194116,0.00022645484939501262
8,2017,01,1236.407,2396768.16944694,0.0005158642440938724
8,2017,02,2397.1615321122067,2396768.16944694,0.001000164122116724
8,2017,03,32679.57783855101,2396768.16944694,0.013634851403292752
8,2017,04,1565.3465065915213,2396768.16944694,0.0006531071826411683
8,2017,05,3737.814974008823,2396768.16944694,0.0015595229533072999
8,2017,06,1126.546799778468,2396768.16944694,0.0004700274370042312
8,2017,07,55370.32402748505,2396768.16944694,0.023102077511427347
8,2017,08,20037.199525351087,2396768.16944694,0.008360090800928284
8,2017,09,4649.891112934049,2396768.16944694,0.0019400671171325768
8,2017,10,295.129148399607,2396768.16944694,0.0001231362933477662
8,2017,11,55.15564003122841,2396768.16944694,2.301250522863699e-05
8,2017,12,28967.355271064174,2396768.16944694,0.012086006331496158
8,2017,13,220.174,2396768.16944694,9.186286884425942e-05
8,2017,14,185.31676715114315,2396768.16944694,7.731943769676541e-05
8,2017,15,543.9043155411889,2396768.16944694,0.0002269323843977351
8,2017,16,52981.237500017494,2396768.16944694,0.02210528251142581
8,2017,17,298.7643952482339,2396768.16944694,0.000124653021955467
8,2017,18,939.9584619703257,2396768.16944694,0.0003921774637833343
8,2017,19,7257.592943544423,2396768.16944694,0.003028074653219018
8,2017,20,6121.359721595692,2396768.16944694,0.0025540057647745755
8,2017,21,1613.1040282733336,2396768.16944694,0.0006730329820115898
8,2017,22,7100.539616680005,2396768.16944694,0.0029625475284572353
8,2017,23,240.2117474385733,2396768.16944694,0.00010022318825020224
8,2017,24,1214.8809999999999,2396768.16944694,0.0005068829832967685
8,2017,25,46111.67676335435,2396768.16944694,0.019239105955748206
8,2017,26,158356.94369519255,2396768.16944694,0.06607103086308667
8,2017,27,175126.16341493384,2396768.16944694,0.0730676273355819
8,2017,28,1520.0930277222703,2396768.16944694,0.0006342261413097101
8,2017,29,3060.7799601064294,2396768.16944694,0.0012770446466721524
8,2017,30,5549.277050364901,2396768.16944694,0.0023153165671611076
8,2017,31,1.42041052543355,2396768.16944694,5.926357599121959e-07
8,2017,32,4247.135154219965,2396768.16944694,0.0017720258506270141
8,2017,33,4982.135036668775,2396768.16944694,0.002078688752704194
8,2017,34,418.39409283157823,2396768.16944694,0.000174565941823286
8,2017,35,428.4422332460072,2396768.16944694,0.00017875831242571586
8,2017,36,1489.078562246875,2396768.16944694,0.0006212860222482358
8,2017,37,19.14775438103118,2396768.16944694,7.988988933147243e-06
8,2017,38,3963.1829025670822,2396768.16944694,0.0016535528771986303
8,2017,39,17849.923433765212,2396768.16944694,0.007447496867368747
8,2017,40,3471.717918556042,2396768.16944694,0.0014484996766947007
8,2017,41,17407.861064710472,2396768.16944694,0.007263055846042622
8,2017,42,8262.356383497365,2396768.16944694,0.003447290601078002
8,2017,43,149.24163470014372,2396768.16944694,6.226786411911569e-05
8,2017,44,19466.690896932167,2396768.16944694,0.008122058338843908
8,2017,45,2.493,2396768.16944694,1.0401506627882435e-06
8,2017,46,30.27309380704424,2396768.16944694,1.2630797668691432e-05
8,2017,47,1317.5762893040035,2396768.16944694,0.0005497303853163393
8,2017,48,41754.36831594739,2396768.16944694,0.017421112666721666
8,2017,49,4016.233683554349,2396768.16944694,0.001675687175235269
8,2017,51,448.37014930004045,2396768.16944694,0.00018707280704729275
8,2017,52,279.371,2396768.16944694,0.00011656154465054729
8,2017,54,189.87837233423448,2396768.16944694,7.922266940738343e-05
8,2017,55,166.7349346896936,2396768.16944694,6.956656752003181e-05
8,2017,56,372.44956340472316,2396768.16944694,0.00015539657450084826
8,2017,57,70.429,2396768.16944694,2.9384986373651508e-05
8,2017,58,872.2898996304365,2396768.16944694,0.00036394421068756077
8,2017,59,1172.6724968574347,2396768.16944694,0.0004892723926353009
8,2017,60,728.533995417385,2396768.16944694,0.00030396514969801853
8,2017,61,244196.39511552406,2396768.16944694,0.10188569684312562
8,2017,62,260423.07080935145,2396768.16944694,0.10865592848283057
8,2017,63,17028.294461129357,2396768.16944694,0.007104689839509458
8,2017,64,570954.6229559086,2396768.16944694,0.23821854371825113
8,2017,65,8868.654743278092,2396768.16944694,0.0037002555592702798
8,2017,66,97.78909537621136,2396768.16944694,4.080039806218573e-05
8,2017,67,1.134,2396768.16944694,4.731371245895981e-07
8,2017,68,5834.775088178015,2396768.16944694,0.0024344344866380646
8,2017,69,8547.52117684876,2396768.16944694,0.0035662694814664205
8,2017,70,3614.5925604593945,2396768.16944694,0.0015081110499283166
8,2017,71,7618.788100653417,2396768.16944694,0.0031787755686072342
8,2017,72,174814.0455414796,2396768.16944694,0.07293740286187894
8,2017,73,23494.22400697924,2396768.16944694,0.009802459956901292
8,2017,74,16701.144378088447,2396768.16944694,0.006968193499474869
8,2017,76,57907.00752569638,2396768.16944694,0.02416045417486438
